,filed_date,transaction_date,reporter,transaction_type,transaction_id,amount,relationship
219,2020-12-02,2020-11-30,"Thomas R Carper [Carper, Thomas R.]",Sale (Full),35aec3a8-60a7-4f06-bae3-3b202949e5e5,"$15,001 - $50,000",--Spouse
220,2020-12-02,2020-11-30,"Thomas R Carper [Carper, Thomas R.]",Sale (Full),35aec3a8-60a7-4f06-bae3-3b202949e5e5,"$15,001 - $50,000",--Spouse
221,2020-12-02,2020-11-20,"Thomas R Carper [Carper, Thomas R.]",Purchase,35aec3a8-60a7-4f06-bae3-3b202949e5e5,"$1,001 - $15,000",--Spouse
222,2020-12-02,2020-11-20,"Thomas R Carper [Carper, Thomas R.]",Purchase,35aec3a8-60a7-4f06-bae3-3b202949e5e5,"$1,001 - $15,000",--Spouse
223,2020-12-02,2020-11-20,"Thomas R Carper [Carper, Thomas R.]",Purchase,35aec3a8-60a7-4f06-bae3-3b202949e5e5,"$1,001 - $15,000",--Spouse
224,2020-12-02,2020-11-20,"Thomas R Carper [Carper, Thomas R.]",Purchase,35aec3a8-60a7-4f06-bae3-3b202949e5e5,"$1,001 - $15,000",--Spouse
225,2020-12-02,2020-11-20,"Thomas R Carper [Carper, Thomas R.]",Sale (Full),35aec3a8-60a7-4f06-bae3-3b202949e5e5,"$1,001 - $15,000",--Spouse
226,2020-12-02,2020-11-20,"Thomas R Carper [Carper, Thomas R.]",Purchase,35aec3a8-60a7-4f06-bae3-3b202949e5e5,"$1,001 - $15,000",--Spouse
227,2020-12-02,2020-11-20,"Thomas R Carper [Carper, Thomas R.]",Purchase,35aec3a8-60a7-4f06-bae3-3b202949e5e5,"$1,001 - $15,000",--Spouse
228,2020-12-02,2020-11-20,"Thomas R Carper [Carper, Thomas R.]",Purchase,35aec3a8-60a7-4f06-bae3-3b202949e5e5,"$1,001 - $15,000",--Spouse
229,2020-12-02,2020-11-20,"Thomas R Carper [Carper, Thomas R.]",Purchase,35aec3a8-60a7-4f06-bae3-3b202949e5e5,"$1,001 - $15,000",--Spouse
230,2020-12-02,2020-11-20,"Thomas R Carper [Carper, Thomas R.]",Purchase,35aec3a8-60a7-4f06-bae3-3b202949e5e5,"$1,001 - $15,000",--Spouse
231,2020-12-02,2020-11-20,"Thomas R Carper [Carper, Thomas R.]",Purchase,35aec3a8-60a7-4f06-bae3-3b202949e5e5,"$1,001 - $15,000",--Spouse
232,2020-12-02,2020-11-20,"Thomas R Carper [Carper, Thomas R.]",Purchase,35aec3a8-60a7-4f06-bae3-3b202949e5e5,"$1,001 - $15,000",--Spouse
233,2020-12-02,2020-11-20,"Thomas R Carper [Carper, Thomas R.]",Purchase,35aec3a8-60a7-4f06-bae3-3b202949e5e5,"$1,001 - $15,000",--Spouse
234,2020-12-02,2020-11-20,"Thomas R Carper [Carper, Thomas R.]",Purchase,35aec3a8-60a7-4f06-bae3-3b202949e5e5,"$1,001 - $15,000",--Spouse
235,2020-12-02,2020-11-20,"Thomas R Carper [Carper, Thomas R.]",Purchase,35aec3a8-60a7-4f06-bae3-3b202949e5e5,"$1,001 - $15,000",--Spouse
236,2020-12-02,2020-11-20,"Thomas R Carper [Carper, Thomas R.]",Purchase,35aec3a8-60a7-4f06-bae3-3b202949e5e5,"$1,001 - $15,000",--Spouse
237,2020-12-02,2020-11-20,"Thomas R Carper [Carper, Thomas R.]",Purchase,35aec3a8-60a7-4f06-bae3-3b202949e5e5,"$1,001 - $15,000",--Spouse
238,2020-12-02,2020-11-20,"Thomas R Carper [Carper, Thomas R.]",Purchase,35aec3a8-60a7-4f06-bae3-3b202949e5e5,"$1,001 - $15,000",--Spouse
239,2020-12-02,2020-11-20,"Thomas R Carper [Carper, Thomas R.]",Purchase,35aec3a8-60a7-4f06-bae3-3b202949e5e5,"$1,001 - $15,000",--Spouse
240,2020-12-02,2020-11-20,"Thomas R Carper [Carper, Thomas R.]",Purchase,35aec3a8-60a7-4f06-bae3-3b202949e5e5,"$1,001 - $15,000",--Spouse
241,2020-12-02,2020-11-20,"Thomas R Carper [Carper, Thomas R.]",Purchase,35aec3a8-60a7-4f06-bae3-3b202949e5e5,"$1,001 - $15,000",--Spouse
242,2020-12-02,2020-11-20,"Thomas R Carper [Carper, Thomas R.]",Sale (Full),35aec3a8-60a7-4f06-bae3-3b202949e5e5,"$1,001 - $15,000",--Spouse
243,2020-12-02,2020-11-20,"Thomas R Carper [Carper, Thomas R.]",Purchase,35aec3a8-60a7-4f06-bae3-3b202949e5e5,"$1,001 - $15,000",--Spouse
244,2020-12-02,2020-11-20,"Thomas R Carper [Carper, Thomas R.]",Purchase,35aec3a8-60a7-4f06-bae3-3b202949e5e5,"$1,001 - $15,000",--Spouse
245,2020-12-02,2020-11-20,"Thomas R Carper [Carper, Thomas R.]",Purchase,35aec3a8-60a7-4f06-bae3-3b202949e5e5,"$1,001 - $15,000",--Spouse
246,2020-12-02,2020-11-20,"Thomas R Carper [Carper, Thomas R.]",Purchase,35aec3a8-60a7-4f06-bae3-3b202949e5e5,"$1,001 - $15,000",--Spouse
247,2020-12-02,2020-11-20,"Thomas R Carper [Carper, Thomas R.]",Purchase,35aec3a8-60a7-4f06-bae3-3b202949e5e5,"$1,001 - $15,000",--Spouse
248,2020-12-02,2020-11-20,"Thomas R Carper [Carper, Thomas R.]",Purchase,35aec3a8-60a7-4f06-bae3-3b202949e5e5,"$1,001 - $15,000",--Spouse
249,2020-12-02,2020-11-20,"Thomas R Carper [Carper, Thomas R.]",Purchase,35aec3a8-60a7-4f06-bae3-3b202949e5e5,"$1,001 - $15,000",--Spouse
250,2020-12-02,2020-11-20,"Thomas R Carper [Carper, Thomas R.]",Sale (Full),35aec3a8-60a7-4f06-bae3-3b202949e5e5,"$1,001 - $15,000",--Spouse
251,2020-12-02,2020-11-20,"Thomas R Carper [Carper, Thomas R.]",Purchase,35aec3a8-60a7-4f06-bae3-3b202949e5e5,"$1,001 - $15,000",--Spouse
252,2020-12-02,2020-11-20,"Thomas R Carper [Carper, Thomas R.]",Purchase,35aec3a8-60a7-4f06-bae3-3b202949e5e5,"$1,001 - $15,000",--Spouse
253,2020-12-02,2020-11-20,"Thomas R Carper [Carper, Thomas R.]",Purchase,35aec3a8-60a7-4f06-bae3-3b202949e5e5,"$1,001 - $15,000",--Spouse
254,2020-12-02,2020-11-20,"Thomas R Carper [Carper, Thomas R.]",Purchase,35aec3a8-60a7-4f06-bae3-3b202949e5e5,"$1,001 - $15,000",--Spouse
255,2020-12-02,2020-11-20,"Thomas R Carper [Carper, Thomas R.]",Purchase,35aec3a8-60a7-4f06-bae3-3b202949e5e5,"$1,001 - $15,000",--Spouse
256,2020-12-02,2020-11-20,"Thomas R Carper [Carper, Thomas R.]",Purchase,35aec3a8-60a7-4f06-bae3-3b202949e5e5,"$1,001 - $15,000",--Spouse
257,2020-12-02,2020-11-20,"Thomas R Carper [Carper, Thomas R.]",Purchase,35aec3a8-60a7-4f06-bae3-3b202949e5e5,"$1,001 - $15,000",--Spouse
258,2020-12-02,2020-11-20,"Thomas R Carper [Carper, Thomas R.]",Purchase,35aec3a8-60a7-4f06-bae3-3b202949e5e5,"$1,001 - $15,000",--Spouse
259,2020-12-02,2020-11-20,"Thomas R Carper [Carper, Thomas R.]",Purchase,35aec3a8-60a7-4f06-bae3-3b202949e5e5,"$1,001 - $15,000",--Spouse
260,2020-12-02,2020-11-20,"Thomas R Carper [Carper, Thomas R.]",Purchase,35aec3a8-60a7-4f06-bae3-3b202949e5e5,"$1,001 - $15,000",--Spouse
261,2020-12-02,2020-11-20,"Thomas R Carper [Carper, Thomas R.]",Purchase,35aec3a8-60a7-4f06-bae3-3b202949e5e5,"$1,001 - $15,000",--Spouse
262,2020-12-02,2020-11-20,"Thomas R Carper [Carper, Thomas R.]",Purchase,35aec3a8-60a7-4f06-bae3-3b202949e5e5,"$1,001 - $15,000",--Spouse
263,2020-12-02,2020-11-20,"Thomas R Carper [Carper, Thomas R.]",Purchase,35aec3a8-60a7-4f06-bae3-3b202949e5e5,"$1,001 - $15,000",--Spouse
264,2020-12-02,2020-11-20,"Thomas R Carper [Carper, Thomas R.]",Purchase,35aec3a8-60a7-4f06-bae3-3b202949e5e5,"$1,001 - $15,000",--Spouse
265,2020-12-02,2020-11-20,"Thomas R Carper [Carper, Thomas R.]",Sale (Partial),35aec3a8-60a7-4f06-bae3-3b202949e5e5,"$1,001 - $15,000",--Spouse
266,2020-12-02,2020-11-20,"Thomas R Carper [Carper, Thomas R.]",Purchase,35aec3a8-60a7-4f06-bae3-3b202949e5e5,"$1,001 - $15,000",--Spouse
267,2020-12-02,2020-11-20,"Thomas R Carper [Carper, Thomas R.]",Purchase,35aec3a8-60a7-4f06-bae3-3b202949e5e5,"$1,001 - $15,000",--Spouse
268,2020-12-02,2020-11-20,"Thomas R Carper [Carper, Thomas R.]",Purchase,35aec3a8-60a7-4f06-bae3-3b202949e5e5,"$1,001 - $15,000",--Spouse
269,2020-12-02,2020-11-20,"Thomas R Carper [Carper, Thomas R.]",Sale (Partial),35aec3a8-60a7-4f06-bae3-3b202949e5e5,"$1,001 - $15,000",--Spouse
270,2020-12-02,2020-11-20,"Thomas R Carper [Carper, Thomas R.]",Sale (Partial),35aec3a8-60a7-4f06-bae3-3b202949e5e5,"$1,001 - $15,000",--Spouse
271,2020-12-02,2020-11-20,"Thomas R Carper [Carper, Thomas R.]",Purchase,35aec3a8-60a7-4f06-bae3-3b202949e5e5,"$1,001 - $15,000",--Spouse
272,2020-12-02,2020-11-20,"Thomas R Carper [Carper, Thomas R.]",Purchase,35aec3a8-60a7-4f06-bae3-3b202949e5e5,"$1,001 - $15,000",--Spouse
273,2020-12-02,2020-11-20,"Thomas R Carper [Carper, Thomas R.]",Sale (Partial),35aec3a8-60a7-4f06-bae3-3b202949e5e5,"$50,001 - $100,000",--Spouse
274,2020-12-02,2020-11-20,"Thomas R Carper [Carper, Thomas R.]",Purchase,35aec3a8-60a7-4f06-bae3-3b202949e5e5,"$1,001 - $15,000",--Spouse
275,2020-12-02,2020-11-20,"Thomas R Carper [Carper, Thomas R.]",Sale (Full),35aec3a8-60a7-4f06-bae3-3b202949e5e5,"$1,001 - $15,000",--Spouse
276,2020-12-02,2020-11-20,"Thomas R Carper [Carper, Thomas R.]",Purchase,35aec3a8-60a7-4f06-bae3-3b202949e5e5,"$1,001 - $15,000",--Spouse
277,2020-12-02,2020-11-20,"Thomas R Carper [Carper, Thomas R.]",Purchase,35aec3a8-60a7-4f06-bae3-3b202949e5e5,"$1,001 - $15,000",--Spouse
278,2020-12-02,2020-11-20,"Thomas R Carper [Carper, Thomas R.]",Purchase,35aec3a8-60a7-4f06-bae3-3b202949e5e5,"$1,001 - $15,000",--Spouse
279,2020-12-02,2020-11-16,"Thomas R Carper [Carper, Thomas R.]",Purchase,35aec3a8-60a7-4f06-bae3-3b202949e5e5,"$1,001 - $15,000",--Spouse
